_id,OCCUPANCY_DATE,SECTOR,SHELTER_POSTAL_CODE,CAPACITY,SHELTER_PROVINCE,FACILITY_NAME,SHELTER_NAME,OCCUPANCY,ORGANIZATION_NAME,SHELTER_ADDRESS,SHELTER_CITY,PROGRAM_NAME
2074092,2021-02-11T05:00:00,Youth,M9V 1P9,16,ON,Youth w/o Shltr Transitional Res,Youth Without Shelter,10,Youth Without Shelter,6 Warrendale Court,Etobicoke,Youth without Shelter Stay In School Program
2074093,2021-02-11T05:00:00,Co-ed,M1L 4A1,10,ON,YouthLink - 747 Warden Ave,YouthLink Shelter,10,YouthLink,747 Warden Ave,Toronto,YouthLink Emergency Program
2074094,2021-02-11T05:00:00,Co-ed,M1L 4A1,29,ON,YouthLink - 747 Warden Ave,YouthLink Shelter,27,YouthLink,747 Warden Ave,Toronto,YouthLink Transitional Program
2074095,2021-02-12T05:00:00,Women,M5S 2P1,8,ON,COSTI - Radisson Hotel (Single),COSTI Reception Centre,1,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI - Radisson Hotel (Single Pregnant Women)
2074096,2021-02-12T05:00:00,Families,M5S 2P1,3,ON,COSTI - Toronto Plaza Hotel(Fam),COSTI Reception Centre,3,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI - Toronto Plaza Hotel (Non Refugee Families)
2074097,2021-02-12T05:00:00,Families,M5S 2P1,240,ON,COSTI Radisson Hotel,COSTI Reception Centre,170,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI - Radisson Hotel (Non Refugee Families)
2074098,2021-02-12T05:00:00,Families,M5S 2P1,250,ON,COSTI Radisson Hotel,COSTI Reception Centre,113,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI Radisson Hotel Family Program.
2074099,2021-02-12T05:00:00,Co-ed,M5S 2P1,8,ON,COSTI Reception Centre,COSTI Reception Centre,6,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI Reception Ctr CITY Program
2074100,2021-02-12T05:00:00,Women,M5S 2P1,2,ON,COSTI Toronto Plaza Hotel (Sin),COSTI Reception Centre,0,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI - Toronto Plaza Hotel (Single Pregnant Women)
2074101,2021-02-12T05:00:00,Men,M6H 3Z5,33,ON,Christie Ossington Men's Hostel,Christie Ossington Men's Hostel,27,Christie Ossington Neighbourhood Centre,973 Lansdowne Avenue,Toronto,Christie Ossington Men's Hostel
2074102,2021-02-12T05:00:00,Men,M6H 3Z5,15,ON,Christie Ossington South Hostel,Christie Ossington Men's Hostel,15,Christie Ossington Neighbourhood Centre,973 Lansdowne Avenue,Toronto,Christie Ossington Men's Hostel South
2074103,2021-02-12T05:00:00,Families,M6G 3B1,76,ON,Christie Refugee Welcome Centre,Christie Refugee Welcome Centre,33,"Christie Refugee Welcome Centre, Inc.",43 Christie Street,Toronto,Christie Refugee Welcome Ctr - Settlement and Support
2074104,2021-02-12T05:00:00,Families,M1P 4V8,215,ON,Birkdale Residence,Birkdale Residence,175,City of Toronto,1229 Ellesmere Road,Toronto,Birkdale Residence - Bedded Program
2074105,2021-02-12T05:00:00,Families,M1P 4V8,10,ON,Birkdale Residence - TPH Co-Ed,Birkdale Residence,8,City of Toronto,1229 Ellesmere Road,Toronto,Birkdale Residence - Toronto Plaza Hotel (Co-ed)
2074106,2021-02-12T05:00:00,Co-ed,M1P 4V8,65,ON,Birkdale Residence Hotel - Mixed,Birkdale Residence,54,City of Toronto,1229 Ellesmere Road,Toronto,Birkdale Residence - Toronto Plaza Hotel (Mixed Adult)
2074107,2021-02-12T05:00:00,Families,M1P 4V8,4,ON,Birkdale Residence Motel (Fam),Birkdale Residence,2,City of Toronto,1229 Ellesmere Road,Toronto,Birkdale Residence - Toronto Plaza Hotel Program (Non Refugees)
2074108,2021-02-12T05:00:00,Men,M3M 2X4,12,ON,Downsview Dells 1651 Sheppard W,Downsview Dells,12,City of Toronto,1651 Sheppard Ave West,Toronto,Downsview Dells Bedded Program
2074109,2021-02-12T05:00:00,Co-ed,M1E 2M6,200,ON,Family Residence - Edward  Co-Ed,Family Residence,0,City of Toronto,4222 Kingston Road,Toronto,Edward Village Singles Program
2074110,2021-02-12T05:00:00,Families,M1E 2M6,200,ON,Family Residence - Edward Villag,Family Residence,0,City of Toronto,4222 Kingston Road,Toronto,Family Residence - Edward Village Hotel
2074111,2021-02-12T05:00:00,Families,M1E 2M6,200,ON,Family Residence - LI Site,Family Residence,33,City of Toronto,4222 Kingston Road,Toronto,Family Residence - LI Site (Internal Referral Only)
2074112,2021-02-12T05:00:00,Families,M1E 2M6,48,ON,Family Residence - MA Site,Family Residence,43,City of Toronto,4222 Kingston Road,Toronto,Family Residence - MA Site (Internal Referral Only)
2074113,2021-02-12T05:00:00,Families,M1E 2M6,20,ON,Family Residence - Main Building,Family Residence,92,City of Toronto,4222 Kingston Road,Toronto,Family Residence - Main
2074114,2021-02-12T05:00:00,Families,M1E 2M6,0,ON,Family Residence - New Plaza,Family Residence,0,City of Toronto,4222 Kingston Road,Toronto,Family Residence - New Plaza (Internal Referral Only)
2074115,2021-02-12T05:00:00,Families,M1E 2M6,50,ON,Family Residence - Roycroft Site,Family Residence,0,City of Toronto,4222 Kingston Road,Toronto,Family Residence - Roycroft Site
2074116,2021-02-12T05:00:00,Co-ed,M5V 3W3,73,ON,Fort York - Staybridge Suites,Fort York Residence,72,City of Toronto,38 Bathrust St,Toronto,Fort York - Staybridge Suites
2074117,2021-02-12T05:00:00,Men,M5V 3W3,15,ON,Fort York Res 38 Bathurst St.,Fort York Residence,0,City of Toronto,38 Bathrust St,Toronto,Fort York Extreme Weather Program
2074118,2021-02-12T05:00:00,Men,M5V 3W3,37,ON,Fort York Res 38 Bathurst St.,Fort York Residence,25,City of Toronto,38 Bathrust St,Toronto,Fort York Residence Bedded Program
2074119,2021-02-12T05:00:00,Men,M5V 3W3,24,ON,Fort York Res 38 Bathurst St.,Fort York Residence,21,City of Toronto,38 Bathrust St,Toronto,Fort York SRO Units Program
2074120,2021-02-12T05:00:00,Families,M5A 2R9,110,ON,Robertson House,Robertson House,79,City of Toronto,291 Sherbourne Street,Toronto,Robertson House - MAIN Program
2074121,2021-02-12T05:00:00,Men,M1M 1P8,66,ON,3306 Kingston Road,Scarborough Village Residence,60,City of Toronto,3306 Kingston Road,Toronto,Scarborough Village Residence Main Program
2074122,2021-02-12T05:00:00,Men,M5A-2N2,51,ON,Junction Place,Seaton House,49,City of Toronto,339 George Street,Toronto,Junction Place
2074123,2021-02-12T05:00:00,Men,M5A-2N2,38,ON,Seaton House - 339 George Street,Seaton House,38,City of Toronto,339 George Street,Toronto,Seaton House - Annex Harm Reduction & Managed Alcohol Program
2074124,2021-02-12T05:00:00,Men,M5A-2N2,60,ON,Seaton House - 339 George Street,Seaton House,50,City of Toronto,339 George Street,Toronto,Seaton House - Fourth Floor Program
2074125,2021-02-12T05:00:00,Men,M5A-2N2,66,ON,Seaton House - 339 George Street,Seaton House,29,City of Toronto,339 George Street,Toronto,Seaton House - Hostel Program
2074126,2021-02-12T05:00:00,Men,M5A-2N2,22,ON,Seaton House - 339 George Street,Seaton House,21,City of Toronto,339 George Street,Toronto,Seaton House - Infirmary Bedded Program
2074127,2021-02-12T05:00:00,Men,M5A-2N2,22,ON,Seaton House - 339 George Street,Seaton House,16,City of Toronto,339 George Street,Toronto,Seaton House - O'Neill Harm Reduction Program
2074128,2021-02-12T05:00:00,Co-ed,M5V 1X1,12,ON,129 Peter St,Streets To Homes,12,City of Toronto,129 Peter Street,Toronto,Streets to Homes Bedded Program
2074129,2021-02-12T05:00:00,Co-ed,M5T 1H9,92,ON,Womens Res-Alexandra Hotel,Women's Residence,73,City of Toronto,674 Dundas St. W,Toronto,Women's Res-Alexandra Hotel
2074130,2021-02-12T05:00:00,Women,M5T 1H9,9,ON,Womens' Res - 63 Bellwoods Ave.,Women's Residence,6,City of Toronto,674 Dundas St. W,Toronto,Womens' Residence - Bellwoods House
2074131,2021-02-12T05:00:00,Women,M5T 1H9,5,ON,Womens' Res - 674 Dundas St. W,Women's Residence,5,City of Toronto,674 Dundas St. W,Toronto,Women's Residence Extreme Weather Program
2074132,2021-02-12T05:00:00,Women,M5T 1H9,76,ON,Womens' Res - 674 Dundas St. W,Women's Residence,45,City of Toronto,674 Dundas St. W,Toronto,Womens' Residence - Main Program
2074133,2021-02-12T05:00:00,Men,M6C 1C2,21,ON,Cornerstone 616 Vaughan Rd.,Cornerstone Place,21,Cornerstone Place,616 Vaughan Road Toronto,Toronto,Cornerstone Place
2074134,2021-02-12T05:00:00,Youth,M5B 2P3,2,ON,Covenant House-20 Gerrard St. E.,Covenant House,1,Covenant House Toronto,20 Gerrard Street East,Toronto,Covenant House -  Transitional Safe Beds for women
2074135,2021-02-12T05:00:00,Youth,M5B 2P3,53,ON,Covenant House-20 Gerrard St. E.,Covenant House,50,Covenant House Toronto,20 Gerrard Street East,Toronto,Covenant House Residence
2074136,2021-02-12T05:00:00,Youth,M5B 2P3,28,ON,Covenant House-21 McGill Street,Covenant House,27,Covenant House Toronto,20 Gerrard Street East,Toronto,Covenant House-Rights of Passage
2074137,2021-02-12T05:00:00,Co-ed,M4C 1L7,41,ON,Dixon Hall - Heyworth House,Dixon Hall - Heyworth House,41,Dixon Hall,2714 Danforth Avenue,Toronto,Dixon Hall - Heyworth House
2074138,2021-02-12T05:00:00,Men,M5A 2N2,22,ON,Dixon Hall-School House,Dixon Hall - Schoolhouse,22,Dixon Hall,349 George Street,Toronto,Dixon Hall - Schoolhouse
2074139,2021-02-12T05:00:00,Youth,M5V 3G9,50,ON,Eva's Phoenix,Eva's Phoenix,49,Eva's Initiatives,60 Brant Street,Toronto,Eva's Phoenix
2074140,2021-02-12T05:00:00,Youth,M3B 2T5,16,ON,Eva's Place,Eva's Place,15,Eva's Initiatives,360 Lesmill Road,North York,Eva's Place
2074141,2021-02-12T05:00:00,Youth,M2N OE3,17,ON,Eva's Satellite,Eva's Satellite,15,Eva's Initiatives,25 Canterbury Place,North York,Eva's Satellite
2074142,2021-02-12T05:00:00,Co-ed,M4X 1K9,5,ON,Fife House - Denison Program,Fife House Transitional Program,3,Fife House Foundation,"490 Sherbourne Street, 2nd floor",Toronto,Fife House Denison Program
2074143,2021-02-12T05:00:00,Co-ed,M4X 1K9,11,ON,Fife-Sherbourne Transitional Pgm,Fife House Transitional Program,10,Fife House Foundation,"490 Sherbourne Street, 2nd floor",Toronto,Fife-Sherbourne Transitional Program
2074144,2021-02-12T05:00:00,Women,M4Y 2H6,24,ON,Fred Victor 512 Jarvis St.,FV Women's Transition to Housing,23,Fred Victor Centre,512 Jarvis St.,Toronto,Fred Victor Transition to Housing:  Bedded Program
2074145,2021-02-12T05:00:00,Women,M4Y 2H6,37,ON,Fred Victor T2H 386 Dundas St. E,FV Women's Transition to Housing,36,Fred Victor Centre,512 Jarvis St.,Toronto,Fred Victor T2H Bedded Program
2074146,2021-02-12T05:00:00,Women,M5C 1M3,25,ON,FV Women's Hostel 86 Lombard,Fred Victor Women's Hostel,24,Fred Victor Centre,86 Lombard St.,Toronto,Fred Victor Women's Hostel Program
2074147,2021-02-12T05:00:00,Co-ed,M6A 2W9,42,ON,Fred Victor BUS - 1161 Caledonia,"Fred Victor, BUS",42,Fred Victor Centre,1161 Caledonia Road,Toronto,Fred Victor Bethlehem United Program
2074148,2021-02-12T05:00:00,Youth,M5A 1Z8,5,ON,Friends of Ruby 257 DunDas St E,Friends of Ruby,1,Friends of Ruby,257 Dundas Street East,Toronto,Friends of Ruby - Emergency Housing
2074149,2021-02-12T05:00:00,Youth,M5A 1Z8,28,ON,Friends of Ruby 257 DunDas St E,Friends of Ruby,12,Friends of Ruby,257 Dundas Street East,Toronto,Friends of Ruby - Transitional Housing
2074150,2021-02-12T05:00:00,Men,M5A 1T3,5,ON,Barrett House,Good Shepherd Centre,5,Good Shepherd Ministries,412 Queen Street East,Toronto,Barrett House
2074151,2021-02-12T05:00:00,Men,M5A 1T3,25,ON,Good Shepherd Centre,Good Shepherd Centre,25,Good Shepherd Ministries,412 Queen Street East,Toronto,Good Shepherd - Emergency/Resettlement
2074152,2021-02-12T05:00:00,Men,M5A 1T3,25,ON,Good Shepherd Centre,Good Shepherd Centre,23,Good Shepherd Ministries,412 Queen Street East,Toronto,Good Shepherd Centre - D.A.R.E.
2074153,2021-02-12T05:00:00,Women,M1K 2B5,47,ON,HFS - 702 Kennedy Shelter,HFS - Kennedy Shelter,33,Homes First Society,702 Kennedy Rd,Toronto,Homes First Society- Kennedy Shelter Women's Program
2074154,2021-02-12T05:00:00,Women,M6H 1P2,0,ON,HFS - Savard's Womens' Shelter,HFS - Savard's Womens' Shelter,0,Homes First Society,1322 Bloor Street West,Toronto,Homes First Society - Savard's Womens' Shelter
2074155,2021-02-12T05:00:00,Women,M1K 1M2,31,ON,HFS - 545 Lakeshore Blvd W.Women,HFS - Scarborough Shelter,31,Homes First Society,3576 St. Clair Avenue East,Scarborough,545 Lakeshore Blvd. W. Women
2074156,2021-02-12T05:00:00,Men,M1K 1M2,53,ON,HFS - 545 Lakeshore Blvd. W. Men,HFS - Scarborough Shelter,52,Homes First Society,3576 St. Clair Avenue East,Scarborough,545 Lakeshore Blvd W. Men Winter Program Lower Level
2074157,2021-02-12T05:00:00,Men,M1K 1M2,19,ON,HFS - 545 Lakeshore Blvd. W. Men,HFS - Scarborough Shelter,19,Homes First Society,3576 St. Clair Avenue East,Scarborough,545 Lakeshore Blvd. W. Men
2074158,2021-02-12T05:00:00,Co-ed,M1K 1M2,31,ON,HFS - Scarborough Shelter,HFS - Scarborough Shelter,30,Homes First Society,3576 St. Clair Avenue East,Scarborough,Homes First Society - Scarborough Shelter
2074159,2021-02-12T05:00:00,Co-ed,M1K 1M2,70,ON,HFS-545 Lakeshore Blvd W.Couple,HFS - Scarborough Shelter,32,Homes First Society,3576 St. Clair Avenue East,Scarborough,545 Lakeshore Blvd. W.Couple
2074160,2021-02-12T05:00:00,Co-ed,M5V 1G8,3,ON,HFS - Strachan House,HFS - Strachan House,2,Homes First Society,805A Wellington Street W,Toronto,Homes First Society - Flex Program
2074161,2021-02-12T05:00:00,Co-ed,M5V 1G8,83,ON,HFS - Strachan House,HFS - Strachan House,79,Homes First Society,805A Wellington Street W,Toronto,Homes First Society - Strachan House
2074162,2021-02-12T05:00:00,Youth,M6E 4X3,16,ON,Horizons for Youth,Horizons for Youth,16,Horizon for Youth,422 Gilbert Avenue,Toronto,Horizons for Youth
2074163,2021-02-12T05:00:00,Youth,M4K 3W5,15,ON,Kennedy House Youth Shelter,Kennedy House Youth Shelter,12,Kennedy House Youth Services,1076 Pape Avenue,Toronto,Kennedy House Youth Shelter:  Bedded Program
2074164,2021-02-12T05:00:00,Men,M6G 2N1,36,ON,Na-Me-Res 14 Vaughan Road,Na-Me-Res,33,Na-Me-Res (Native Men's Residence),14 Vaughan Road,Toronto,Na-Me-Res (Native Men's Residence)
2074165,2021-02-12T05:00:00,Men,M6G 2N1,15,ON,Sagatay 26 Vaughan Road,Na-Me-Res,13,Na-Me-Res (Native Men's Residence),14 Vaughan Road,Toronto,Sagatay
2074166,2021-02-12T05:00:00,Youth,M5S 2P9,9,ON,Eagle's Nest Transition House,Eagles Nest Transition House,6,Native Child & Family Services Toronto,558 Bathurst Street,Toronto,Native Child & Family Services Toronto
2074167,2021-02-12T05:00:00,Women,M4M 2V8,18,ON,SVDP - Amelie House,SVDP - Amelie House,14,Society of St.Vincent De Paul,126 Pape Avenue,Toronto,St.Vincent De Paul - Amelie House - Women's Shelter
2074168,2021-02-12T05:00:00,Women,M8Y 1A3,26,ON,SVDP - Elisa House,SVDP - Elisa House,18,Society of St.Vincent De Paul,60 Newcastle Street,Toronto,St.Vincent De Paul - Elisa House
2074169,2021-02-12T05:00:00,Women,M5B 1G6,27,ON,SVDP - Mary's Home,SVDP - Mary's Home,11,Society of St.Vincent De Paul,70 Gerrard St. E.,Toronto,St.Vincent De Paul - Mary's Home - Emergency Shelter
2074170,2021-02-12T05:00:00,Women,M2M 3S3,30,ON,SVDP - St. Clare's Residence,SVDP - St. Clare's Residence,26,Society of St.Vincent De Paul,3410 Bayview Avenue,Toronto,St.Vincent De Paul - St. Clare's Residence - Transitional Housing
2074171,2021-02-12T05:00:00,Men,M4W 1J1,18,ON,St.Simon's 525 Bloor Street East,St. Simon's Shelter,18,St. Simon's Shelter Inc.,525 Bloor Street East,Toronto,St. Simon's Shelter
2074172,2021-02-12T05:00:00,Women,M5A 2N9,28,ON,Street Haven - 87 Pembroke St,Street Haven,12,Street Haven At The Crossroads,87 Pembroke St,Toronto,Street Haven - Emergency Hostel
2074173,2021-02-12T05:00:00,Families,M5A 2V2,76,ON,Sojourn House,Sojourn House,60,The MUC Shelter Corporation,101 Ontario Street,Toronto,Sojourn House Transitional Housing Program
2074174,2021-02-12T05:00:00,Co-ed,M5A 2V2,67,ON,Sojourn House(Singles),Sojourn House,56,The MUC Shelter Corporation,101 Ontario Street,Toronto,Sojourn House Bedded Program
2074175,2021-02-12T05:00:00,Families,M5A 2V2,270,ON,Sojourn House-Grange (Family),Sojourn House,178,The MUC Shelter Corporation,101 Ontario Street,Toronto,Sojourn House - Refugee Family Hotel Program-Grange
2074176,2021-02-12T05:00:00,Women,M6P 1Y5,0,ON,S.A. Evangeline Residence,Salvation Army - Evangeline Res,0,The Salvation Army of Canada,2808 Dundas St W,Toronto,S.A. Evangeline - Emergency Weather
2074177,2021-02-12T05:00:00,Women,M6P 1Y5,49,ON,S.A. Evangeline Residence,Salvation Army - Evangeline Res,49,The Salvation Army of Canada,2808 Dundas St W,Toronto,S.A. Evangeline Residence - Women's Ministry
2074178,2021-02-12T05:00:00,Women,M6J1E6,0,ON,Florence Booth - 723 Queen St. W,Salvation Army - Florence Booth,0,The Salvation Army of Canada,723 Queen Street West,Toronto,Salvation Army - Florence Booth Womens Ministry
2074179,2021-02-12T05:00:00,Men,M5C 2H4,54,ON,S.A. Gateway - 107 Jarvis Street,Salvation Army - Gateway,54,The Salvation Army of Canada,107 Jarvis Street,Toronto,Salvation Army - Gateway - Men's Hostel
2074180,2021-02-12T05:00:00,Men,M5A 2R5,45,ON,S.A. Maxwell Meighen Centre,Salvation Army - Maxwell Meighen,41,The Salvation Army of Canada,Sherbourne Street,Toronto,S.A. Maxwell Meighen Transition to Housing
2074181,2021-02-12T05:00:00,Men,M5A 2R5,0,ON,S.A. Maxwell Meighen Centre,Salvation Army - Maxwell Meighen,0,The Salvation Army of Canada,Sherbourne Street,Toronto,Salvation Army - Maxwell Meighen - Extreme Weather Program
2074182,2021-02-12T05:00:00,Men,M5A 2R5,181,ON,S.A. Maxwell Meighen Centre,Salvation Army - Maxwell Meighen,131,The Salvation Army of Canada,Sherbourne Street,Toronto,Salvation Army - Maxwell Meighen Emergency Bed Program
2074183,2021-02-12T05:00:00,Men,M5A 2R5,10,ON,S.A. Maxwell Meighen Centre,Salvation Army - Maxwell Meighen,6,The Salvation Army of Canada,Sherbourne Street,Toronto,Salvation Army - Maxwell Meighen Primary Support Unit
2074184,2021-02-12T05:00:00,Men,M4M 3C3,34,ON,S.A. New Hope Leslieville,Salvation Army - New Hope Leslie,26,The Salvation Army of Canada,29 Leslie Street,Toronto,Salvation Army - New Hope - Men's Hostel
2074185,2021-02-12T05:00:00,Women,M9V 2X6,12,ON,2671 Islington Avenue-Sr.Female,Salvation Army Islington Seniors,12,The Salvation Army of Canada,2671 Islington Avenue,Toronto,Salvation Army - Islington Seniors' Shelter Women's Program
2074186,2021-02-12T05:00:00,Men,M9V 2X6,18,ON,2671 Islington Avenue-Sr.Male,Salvation Army Islington Seniors,18,The Salvation Army of Canada,2671 Islington Avenue,Toronto,Salvation Army - Islington Seniors' Shelter Men's Program
2074187,2021-02-12T05:00:00,Men,M5S 2H1,40,ON,Scott Mission - 502 Spadina Ave,Scott Mission Men's Ministry,37,The Scott Mission Inc.,502 Spadina Ave.,Toronto,Scott Mission - Men's Ministry Overnight Program
2074188,2021-02-12T05:00:00,Co-ed,M5R 2T9,6,ON,TCH 191 Spadina Rd(Singles),Toronto Community Hostel,4,Toronto Community Hostel,191 Spadina Road,Toronto,TCH-Singles
2074189,2021-02-12T05:00:00,Families,M5R 2T9,14,ON,Tor. Comm. Hostel 191 Spadina Rd,Toronto Community Hostel,8,Toronto Community Hostel,191 Spadina Road,Toronto,TCH (program)
2074190,2021-02-12T05:00:00,Youth,M4Y 2X9,14,ON,Turning Point Youth Services,Turning Point Youth Services,8,Turning Point Youth Services,95 Wellesley St. E.,Toronto,Turning Point Youth Services Shelter
2074191,2021-02-12T05:00:00,Families,M4M 1J2,106,ON,Red Door - 1430 Gerrad St E,Red Door Queen Street,66,WoodGreen Red Door Family Shelter,875 Queen St E,Toronto,Red Door - Family Shelter
2074192,2021-02-12T05:00:00,Youth,M5T 2V9,19,ON,Yhouse - Vanauley,YMCA House,17,YMCA of Greater Toronto,7 Vanauley Street,Toronto,YMCA House-Vanauley
2074193,2021-02-12T05:00:00,Youth,M5R 2W7,25,ON,YMCA Sprott House Walmer Rd,YMCA Sprott House,19,YMCA of Greater Toronto,21 Walmer Rd.,Toronto,YMCA Sprott House Walmer rd.
2074194,2021-02-12T05:00:00,Women,M4T 1C1,25,ON,YWCA-80 Woodlawn Av. E.-Women,YWCA - First Stop Woodlawn,24,YWCA Toronto,80 Woodlawn Ave. East,Toronto,YWCA - Adult Women Shelter
2074195,2021-02-12T05:00:00,Youth,M4T 1C1,24,ON,YWCA-80 Woodlawn Ave. E.-Youth,YWCA - First Stop Woodlawn,22,YWCA Toronto,80 Woodlawn Ave. East,Toronto,YWCA - Youth Shelter
2074196,2021-02-12T05:00:00,Women,M5R 1K6,0,ON,YWCA - 348 Davenport Road Women,YWCA-348 Davenport,0,YWCA Toronto,348 Davenport Rd.,Toronto,YWCA Davenport - Adult
2074197,2021-02-12T05:00:00,Youth,M5R 1K6,0,ON,YWCA - 348 Davenport Road Youth,YWCA-348 Davenport,0,YWCA Toronto,348 Davenport Rd.,Toronto,YWCA Davenport - Youth
2074198,2021-02-12T05:00:00,Youth,M9V 1P9,17,ON,Youth w/o Shelter Emerg Shelter,Youth Without Shelter,14,Youth Without Shelter,6 Warrendale Court,Etobicoke,Youth without Shelter Emergency Shelter Program
2074199,2021-02-12T05:00:00,Youth,M9V 1P9,16,ON,Youth w/o Shltr Transitional Res,Youth Without Shelter,10,Youth Without Shelter,6 Warrendale Court,Etobicoke,Youth without Shelter Stay In School Program
2074200,2021-02-12T05:00:00,Co-ed,M1L 4A1,10,ON,YouthLink - 747 Warden Ave,YouthLink Shelter,10,YouthLink,747 Warden Ave,Toronto,YouthLink Emergency Program
2074201,2021-02-12T05:00:00,Co-ed,M1L 4A1,29,ON,YouthLink - 747 Warden Ave,YouthLink Shelter,26,YouthLink,747 Warden Ave,Toronto,YouthLink Transitional Program
2074202,2021-02-13T05:00:00,Women,M5S 2P1,8,ON,COSTI - Radisson Hotel (Single),COSTI Reception Centre,0,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI - Radisson Hotel (Single Pregnant Women)
2074203,2021-02-13T05:00:00,Families,M5S 2P1,3,ON,COSTI - Toronto Plaza Hotel(Fam),COSTI Reception Centre,3,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI - Toronto Plaza Hotel (Non Refugee Families)
2074204,2021-02-13T05:00:00,Families,M5S 2P1,240,ON,COSTI Radisson Hotel,COSTI Reception Centre,165,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI - Radisson Hotel (Non Refugee Families)
2074205,2021-02-13T05:00:00,Families,M5S 2P1,250,ON,COSTI Radisson Hotel,COSTI Reception Centre,115,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI Radisson Hotel Family Program.
2074206,2021-02-13T05:00:00,Co-ed,M5S 2P1,8,ON,COSTI Reception Centre,COSTI Reception Centre,6,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI Reception Ctr CITY Program
2074207,2021-02-13T05:00:00,Women,M5S 2P1,2,ON,COSTI Toronto Plaza Hotel (Sin),COSTI Reception Centre,0,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI - Toronto Plaza Hotel (Single Pregnant Women)
2074208,2021-02-13T05:00:00,Men,M6H 3Z5,33,ON,Christie Ossington Men's Hostel,Christie Ossington Men's Hostel,27,Christie Ossington Neighbourhood Centre,973 Lansdowne Avenue,Toronto,Christie Ossington Men's Hostel
2074209,2021-02-13T05:00:00,Men,M6H 3Z5,15,ON,Christie Ossington South Hostel,Christie Ossington Men's Hostel,15,Christie Ossington Neighbourhood Centre,973 Lansdowne Avenue,Toronto,Christie Ossington Men's Hostel South
2074210,2021-02-13T05:00:00,Families,M6G 3B1,76,ON,Christie Refugee Welcome Centre,Christie Refugee Welcome Centre,33,"Christie Refugee Welcome Centre, Inc.",43 Christie Street,Toronto,Christie Refugee Welcome Ctr - Settlement and Support
2074211,2021-02-13T05:00:00,Families,M1P 4V8,215,ON,Birkdale Residence,Birkdale Residence,175,City of Toronto,1229 Ellesmere Road,Toronto,Birkdale Residence - Bedded Program
2074212,2021-02-13T05:00:00,Families,M1P 4V8,10,ON,Birkdale Residence - TPH Co-Ed,Birkdale Residence,8,City of Toronto,1229 Ellesmere Road,Toronto,Birkdale Residence - Toronto Plaza Hotel (Co-ed)
2074213,2021-02-13T05:00:00,Co-ed,M1P 4V8,65,ON,Birkdale Residence Hotel - Mixed,Birkdale Residence,54,City of Toronto,1229 Ellesmere Road,Toronto,Birkdale Residence - Toronto Plaza Hotel (Mixed Adult)
2074214,2021-02-13T05:00:00,Families,M1P 4V8,4,ON,Birkdale Residence Motel (Fam),Birkdale Residence,2,City of Toronto,1229 Ellesmere Road,Toronto,Birkdale Residence - Toronto Plaza Hotel Program (Non Refugees)
2074215,2021-02-13T05:00:00,Men,M3M 2X4,12,ON,Downsview Dells 1651 Sheppard W,Downsview Dells,12,City of Toronto,1651 Sheppard Ave West,Toronto,Downsview Dells Bedded Program
2074216,2021-02-13T05:00:00,Co-ed,M1E 2M6,200,ON,Family Residence - Edward  Co-Ed,Family Residence,0,City of Toronto,4222 Kingston Road,Toronto,Edward Village Singles Program
2074217,2021-02-13T05:00:00,Families,M1E 2M6,200,ON,Family Residence - Edward Villag,Family Residence,0,City of Toronto,4222 Kingston Road,Toronto,Family Residence - Edward Village Hotel
2074218,2021-02-13T05:00:00,Families,M1E 2M6,200,ON,Family Residence - LI Site,Family Residence,33,City of Toronto,4222 Kingston Road,Toronto,Family Residence - LI Site (Internal Referral Only)
2074219,2021-02-13T05:00:00,Families,M1E 2M6,48,ON,Family Residence - MA Site,Family Residence,43,City of Toronto,4222 Kingston Road,Toronto,Family Residence - MA Site (Internal Referral Only)
2074220,2021-02-13T05:00:00,Families,M1E 2M6,20,ON,Family Residence - Main Building,Family Residence,94,City of Toronto,4222 Kingston Road,Toronto,Family Residence - Main
2074221,2021-02-13T05:00:00,Families,M1E 2M6,0,ON,Family Residence - New Plaza,Family Residence,0,City of Toronto,4222 Kingston Road,Toronto,Family Residence - New Plaza (Internal Referral Only)
2074222,2021-02-13T05:00:00,Families,M1E 2M6,50,ON,Family Residence - Roycroft Site,Family Residence,0,City of Toronto,4222 Kingston Road,Toronto,Family Residence - Roycroft Site
2074223,2021-02-13T05:00:00,Co-ed,M5V 3W3,73,ON,Fort York - Staybridge Suites,Fort York Residence,72,City of Toronto,38 Bathrust St,Toronto,Fort York - Staybridge Suites
2074224,2021-02-13T05:00:00,Men,M5V 3W3,15,ON,Fort York Res 38 Bathurst St.,Fort York Residence,0,City of Toronto,38 Bathrust St,Toronto,Fort York Extreme Weather Program
